type,zone,from_station_name,to_station_name,departure,arrival,duration,number_of_halts,distance,speed,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,train_name
Pass,?,Chennai Beach,Velachery,17:35,18:15,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SR,Chennai Beach,Velachery,17:45,18:25,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,?,Chennai Beach,Velachery,17:55,18:35,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,?,Chennai Beach,Velachery,18:05,18:45,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,?,Chennai Beach,Velachery,18:15,18:55,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SR,Chennai Beach,Velachery,18:25,19:05,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SR,Chennai Beach,Velachery,18:35,19:15,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SR,Chennai Beach,Velachery,18:45,19:25,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,?,Chennai Beach,Velachery,18:55,19:35,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,19:05,19:45,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,19:15,19:55,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,19:35,20:15,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,19:55,20:35,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,20:20,21:00,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SR,Chennai Beach,Velachery,20:45,21:25,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,21:10,21:50,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,?,Chennai Beach,Velachery,21:35,22:15,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,?,Chennai Beach,Velachery,22:00,22:40,0.666666667,15,18,27,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,SR,Chennai Beach,Velachery,06:00,06:45,0.75,15,18,24,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,SR,Chennai Beach,Velachery,09:50,10:40,0.833333333,15,18,21.6,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,SER,Khurda Road Junction,Bhubaneswar,13:15,13:50,0.583333333,2,19,32.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kurdha Road Bhubaneshwar Passenger
MEMU,SR,Chennai Beach,Velachery,10:15,10:55,0.666666667,15,19,28.5,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
MEMU,SR,Chennai Beach,Velachery,10:35,11:15,0.666666667,15,19,28.5,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Beach Velachery EMU
Pass,ECR,Tarighat,Dildarnagar Junction,13:20,14:05,0.75,1,19,25.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Tarighat Dildarnagar Passenger
Pass,NCR,Dildarnagar Junction,Tarighat,17:00,17:45,0.75,2,19,25.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dildarnagar Tarighat Passenger
Pass,NCR,Tarighat,Dildarnagar Junction,17:55,18:40,0.75,2,19,25.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Tarighat Dildarnagar Passenger
Pass,ECR,Dildarnagar Junction,Tarighat,08:05,08:55,0.833333333,2,19,22.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dildarnagar Tarighat Passenger
Pass,ECR,Dildarnagar Junction,Tarighat,12:10,13:00,0.833333333,1,19,22.8,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dildarnagar Tarighat Passenger
Pass,ECR,Tarighat,Dildarnagar Junction,09:15,10:10,0.916666667,2,19,20.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Tarighat Dildarnagar Passenger
Pass,?,Sakri Junction,Jhanjharpur,08:30,09:30,1,2,19,19,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Sakri Laukaha Bazar Passenger
Pass,?,Sakri Junction,Jhanjharpur,17:15,18:15,1,2,19,19,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Sakri Laukaha Bazar Passenger
Pass,?,Sakri Junction,Jhanjharpur,22:30,23:30,1,2,19,19,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Sakri Laukaha Bazar Passenger
Pass,?,Jhanjharpur,Sakri Junction,15:12,16:15,1.05,2,19,18.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Laukaha Bazar Sakri Passenger
Pass,?,Jhanjharpur,Sakri Junction,06:10,07:15,1.083333333,2,19,17.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Laukaha Bazar Sakri Passenger
Pass,SR,Udagamandalam,Coonoor,12:15,13:20,1.083333333,4,19,17.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,(Ooty)Udagamandalam Coonoor Passenger
Pass,SER,Bhubaneswar,Khurda Road Junction,14:15,15:20,1.083333333,2,19,17.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bhubaneswar-Khurda Road passenger
Pass,?,Jhanjharpur,Sakri Junction,09:40,10:50,1.166666667,2,19,16.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Laukaha Bazar Sakri Passenger
Pass,SR,Udagamandalam,Coonoor,09:15,10:25,1.166666667,4,19,16.3,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Coonoor Passenger
Pass,SR,Udagamandalam,Coonoor,18:00,19:10,1.166666667,4,19,16.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Udagamandalam Coonoor Passenger
Pass,SR,Coonoor,Udagamandalam,16:30,17:45,1.25,4,19,15.2,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Coonoor Udagamandalam Passenger
Pass,SR,Coonoor,Udagamandalam,12:35,13:50,1.25,4,19,15.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Udhagamandalam Passenger
Pass,SR,Coonoor,Udagamandalam,07:45,09:05,1.333333333,4,19,14.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Coonoor Udagamandalam Passenger
MEMU,?,Chennai Central,Avadi,00:15,01:00,0.75,11,21,28,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chennai Central Avadi EMU
Pass,CR,Dharwar,Hubli Junction,21:00,21:45,0.75,0,21,28,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dharwad hubli Passenger
Pass,SWR,Hubli Junction,Dharwar,18:25,19:10,0.75,3,21,28,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hubli Dharwar Passenger
Pass,SWR,Dharwar,Hubli Junction,08:40,09:30,0.833333333,3,21,25.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dharwar Hubil Passenger
Pass,SCR,Bolarum,Hyderabad Deccan Nampally,20:20,21:20,1,8,21,21,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bolarum Secunderabad Suburban
Pass,SCR,Bolarum,Hyderabad Deccan Nampally,09:05,10:15,1.166666667,15,21,18,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bolarum Hyderabad Passenger
Toy,CR,Matheran,Neral Junction,15:15,16:50,1.583333333,0,21,13.3,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Matheran Neral Passenger
Toy,CR,Matheran,Neral Junction,09:50,11:35,1.75,0,21,12,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Matheran Neral Passenger
Toy,CR,Neral Junction,Matheran,07:30,09:30,2,0,21,10.5,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Neral Matheran Passenger
Toy,CR,Neral Junction,Matheran,11:40,13:45,2.083333333,0,21,10.1,SMTWTFS,T,T,T,T,T,T,T,2S FC,F,F,F,T,F,F,T,Neral Matheran Passenger
MEMU,?,Kolkata Sealdah,Dankuni,13:15,13:57,0.7,7,22,31.4,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Sealdah-Dankuni Local
Del,NR,Shakurbasti,Delhi Hazrat Nizamuddin,08:30,09:13,0.716666667,12,22,30.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Nizamuddin Parikrama
MEMU,?,Dankuni,Kolkata Sealdah,14:08,14:52,0.733333333,7,22,30,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Dankuni Sealdah Local
MEMU,?,Kolkata Sealdah,Barasat,14:25,15:09,0.733333333,9,22,30,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Sealdah-Basirath Local
Del,NR,Shakurbasti,Delhi Hazrat Nizamuddin,10:45,11:30,0.75,12,22,29.3,-MTWTF-,F,T,T,T,T,T,F,,F,F,F,F,F,F,F,Nizamuddin Parikrama EMU
MEMU,?,Kolkata Sealdah,Barasat,09:18,10:04,0.766666667,9,22,28.7,SMTWTFS,T,T,T,T,T,T,T,FC,F,F,F,T,F,F,F,Sealdah-Hasnabad Local
Pass,NFR,Alipur Duar Junction,New Cooch Behar,06:30,07:17,0.783333333,3,22,28.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Alipur Dwar Bamanhat Passenger
Del,NR,Delhi Hazrat Nizamuddin,Shakurbasti,09:47,10:35,0.8,12,22,27.5,-MTWTF-,F,T,T,T,T,T,F,,F,F,F,F,F,F,F,Nizamuddin Shakurbasti Parikrama
Pass,NER,Saharsa Junction,Dauram Madhepura,09:50,10:45,0.916666667,1,22,24,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Saharsa-DauramMadhepura Passenger
Pass,NFR,New Cooch Behar,Alipur Duar Junction,18:15,19:10,0.916666667,3,22,24,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Bxt Alipur Duar Passenger
Hyd,SCR,Falaknuma,Hyderabad Deccan Nampally,08:45,09:45,1,15,22,22,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Falaknuma Hyderabad MMTS
Hyd,SCR,Falaknuma,Hyderabad Deccan Nampally,20:10,21:10,1,15,22,22,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Falaknuma Hyderabad MMTS
Pass,?,Chirmiri,Manendragarh,10:45,11:45,1,1,22,22,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Chirmiri Manendragarh Passenger
Pass,?,Manendragarh,Chirmiri,13:15,14:15,1,1,22,22,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Manendragarh Chirmiri Passenger
Hyd,SCR,Falaknuma,Hyderabad Deccan Nampally,13:40,14:45,1.083333333,15,22,20.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Falaknuma Hyderabad MMTS
Hyd,SCR,Falaknuma,Hyderabad Deccan Nampally,16:00,17:05,1.083333333,15,22,20.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Falaknuma Hyderabad MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Falaknuma,12:30,13:35,1.083333333,15,22,20.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Falaknuma MMTS
Pass,NER,Dauram Madhepura,Saharsa Junction,11:05,12:10,1.083333333,1,22,20.3,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,DauramMadhepura-Saharsa Passenger
Hyd,SCR,Hyderabad Deccan Nampally,Falaknuma,09:50,11:00,1.166666667,15,22,18.9,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Falaknuma MMTS
Hyd,SCR,Falaknuma,Hyderabad Deccan Nampally,14:15,15:30,1.25,15,22,17.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Falaknuma Hyderabad MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Falaknuma,05:40,06:55,1.25,15,22,17.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,HYB Falaknuma Local
Pass,WCR,Amla Junction,Betul,07:05,07:40,0.583333333,2,23,39.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Amla Betul Passenger
Pass,SR,Guruvayur,Thrissur City,17:05,17:40,0.583333333,1,23,39.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Guruvayur Thrissur Passenger
Pass,SR,Thrissur City,Guruvayur,18:55,19:30,0.583333333,1,23,39.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Thrissur Guruvayur Passenger
Pass,SR,Thrissur City,Guruvayur,10:10,10:45,0.583333333,1,23,39.4,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Thrissur Guruvayur Passenger
Pass,WCR,Betul,Amla Junction,17:35,18:15,0.666666667,2,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Betul Amla Passenger
Pass,WR,Ujjain Junction,Fatehabad Chowk Junction,10:55,11:35,0.666666667,2,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Ujjain Fatehabad Passenger
Pass,WR,Fatehabad Chowk Junction,Ujjain Junction,11:55,12:35,0.666666667,2,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Fatehabad Chowk Ujjain Passenger
Pass,WR,Ujjain Junction,Fatehabad Chowk Junction,16:50,17:30,0.666666667,2,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Ujjain Fatehabad Passenger
Pass,WR,Fatehabad Chowk Junction,Ujjain Junction,18:00,18:40,0.666666667,2,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Fatehabad Chowk Ujjain Passenger
Pass,SR,Guruvayur,Thrissur City,08:55,09:35,0.666666667,1,23,34.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Guruvayur Thrissur Passenger
Hyd,SCR,Lingampalli,Secunderabad Junction,22:30,23:15,0.75,9,23,30.7,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Secunderabad MMTS
Pass,NR,Haridwar Junction,Rishikesh,10:30,11:20,0.833333333,3,23,27.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Haridwar Rishikesh Passenger
Pass,NR,Haridwar Junction,Rishikesh,17:25,18:15,0.833333333,3,23,27.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Haridwar Rishikesh Passenger
Pass,NR,Rishikesh,Haridwar Junction,18:35,19:25,0.833333333,3,23,27.6,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rishikesh Haridwar Passenger
Pass,NR,Haridwar Junction,Rishikesh,05:20,06:15,0.916666667,3,23,25.1,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Haridwar Rishikesh Passenger
Pass,NR,Rishikesh,Haridwar Junction,08:10,09:10,1,3,23,23,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rishikesh Haridwar Passenger
Pass,NR,Rishikesh,Haridwar Junction,15:35,16:35,1,3,23,23,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Rishikesh Haridwar Passenger
Exp,NR,Amritsar Junction,Attari,09:30,10:10,0.666666667,0,24,36,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Amritsar Atari Samjhauta Express
Exp,NR,Attari,Amritsar Junction,14:20,15:00,0.666666667,0,24,36,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Atari Amritsar Samjhauta Express
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,10:50,11:30,0.666666667,11,24,36,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,11:25,12:05,0.666666667,11,24,36,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,10:25,11:05,0.666666667,11,24,36,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,11:00,11:40,0.666666667,11,24,36,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,11:40,12:20,0.666666667,11,24,36,#NAME?,F,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Pass,NR,Najibabad Junction,Kotdwara,20:15,21:00,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Najibabad Kotdwara Pass
Pass,NR,Kotdwara,Najibabad Junction,07:40,08:25,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kotdwara Najibabad Passenger
Pass,NR,Najibabad Junction,Kotdwara,09:25,10:10,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Najibabad Kotdwara Passenger
Pass,NR,Kotdwara,Najibabad Junction,10:30,11:15,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kotdwara Najibabad Passenger
Pass,NR,Najibabad Junction,Kotdwara,11:35,12:20,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Najibabad Kotdwara Pass
Pass,NR,Kotdwara,Najibabad Junction,12:40,13:25,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kotdwara Najibabad Pass
Pass,NR,Najibabad Junction,Kotdwara,17:45,18:30,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Najibabad Kotdwara Pass
Pass,NR,Kotdwara,Najibabad Junction,18:50,19:35,0.75,1,24,32,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Kotdwara Najibabad Pass
Pass,NFR,Manihari,Katihar Junction,08:30,09:35,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Manihari Katihar Pass
Pass,NFR,Katihar Junction,Manihari,06:45,07:50,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Katihar Manihari Pass
Pass,NFR,Manihari,Katihar Junction,12:15,13:20,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Manihari Katihar Pass
Pass,NFR,Katihar Junction,Manihari,10:30,11:35,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Katihar Manihari Pass
Pass,NFR,Manihari,Katihar Junction,18:30,19:35,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Manihari Katihar Pass
Pass,NFR,Katihar Junction,Manihari,16:45,17:50,1.083333333,0,24,22.2,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Katihar Manihari Pass
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,05:10,05:50,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,06:00,06:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,06:40,07:20,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,07:20,08:00,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,07:50,08:30,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,08:20,09:00,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,09:00,09:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,09:35,10:15,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,10:10,10:50,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,13:05,13:45,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,15:10,15:50,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,15:40,16:20,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,16:00,16:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,18:05,18:45,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,19:00,19:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,20:00,20:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,20:50,21:30,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,21:20,22:00,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Hyderabad Deccan Nampally,Lingampalli,21:50,22:30,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Hyderabad Lingampalli MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,05:40,06:20,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,06:00,06:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,07:00,07:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,07:30,08:10,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,08:10,08:50,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,09:55,10:35,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,15:05,15:45,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,16:00,16:40,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,16:50,17:30,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
Hyd,SCR,Lingampalli,Hyderabad Deccan Nampally,18:10,18:50,0.666666667,10,25,37.5,SMTWTFS,T,T,T,T,T,T,T,,F,F,F,F,F,F,F,Lingampalli Hyderabad MMTS
